파파, 97, 154
가파, 82, 198
아라, 42, 181
나하, 45, 182
아사, 74, 172
하카, 41, 159
차차, 84, 171
마라, 88, 149
타사, 70, 178
하마, 43, 167
카다, 44, 151
다하, 93, 157
타나, 45, 178
아차, 58, 159
차가, 72, 147
타타, 45, 182
아자, 93, 195
자바, 69, 188
타마, 85, 176
타마, 67, 145
마가, 49, 156
하바, 54, 188
차자, 56, 198
나아, 95, 159
사하, 94, 172
타자, 69, 141
타타, 57, 154
하하, 74, 152
차라, 68, 197
마바, 95, 171
아바, 74, 148
다가, 45, 144
하다, 73, 155
사자, 65, 191
다마, 61, 176
바카, 53, 168
다카, 49, 189
차마, 64, 167
가타, 84, 158
나하, 66, 173
차마, 49, 165
파라, 40, 198
나라, 54, 142
파바, 96, 168
가카, 66, 175
다나, 70, 199
자마, 63, 158
사자, 44, 190
사자, 49, 186
사타, 91, 183
바라, 99, 162
타마, 71, 173
가마, 86, 185
다파, 79, 160
차타, 89, 165
라파, 84, 174
가카, 96, 161
라하, 82, 195
사자, 62, 157
자파, 71, 199
나다, 44, 190
파다, 80, 180
사사, 44, 171
바타, 47, 195
카나, 81, 149
파마, 97, 182
파카, 68, 178
다자, 88, 179
자마, 83, 178
아가, 78, 164
가나, 78, 186
카나, 73, 160
다파, 65, 152
바가, 75, 161
가카, 78, 194
사카, 43, 167
차자, 84, 165
다자, 89, 169
바차, 65, 155
카라, 56, 190
마마, 45, 173
카아, 51, 178
자사, 50, 192
라가, 61, 188
카라, 91, 193
가파, 65, 159
사바, 75, 165
파라, 89, 167
다바, 64, 156
나나, 98, 168
나차, 40, 140
하카, 40, 185
다타, 59, 156
사파, 53, 170
차차, 82, 180
바마, 47, 154
가자, 50, 149
나라, 85, 144
사바, 92, 199
사하, 44, 186
자사, 72, 194
타파, 68, 154
카마, 79, 141
사나, 61, 161
사다, 66, 147
차타, 47, 145
카바, 85, 182
다파, 77, 143
마파, 68, 142
자아, 69, 189
타타, 53, 148
차라, 61, 153
자나, 66, 186
타가, 78, 192
자자, 90, 182
타마, 79, 184
바카, 88, 173
사차, 89, 140
하다, 49, 158
파사, 78, 195
파다, 65, 164
마라, 53, 187
다라, 73, 193
마다, 48, 191
바나, 83, 195
하하, 89, 181
하자, 46, 155
가가, 92, 168
다나, 73, 176
아마, 66, 184
파바, 94, 162
카가, 68, 171
사하, 93, 194
가라, 71, 144
바마, 72, 199
나라, 48, 188
라마, 73, 164
가아, 54, 183
바카, 86, 181
마라, 51, 173
나자, 94, 197
다바, 67, 164
하아, 91, 158
다하, 86, 148
아카, 88, 182
나마, 99, 165
타다, 66, 172
아가, 55, 196
카차, 69, 198
바가, 47, 154
파다, 49, 148
마가, 77, 190
마차, 59, 176
가카, 82, 172
차타, 71, 188
차차, 77, 179
하바, 47, 172
파하, 82, 162
파카, 94, 160
라아, 83, 157
나마, 40, 167
나나, 53, 165
카사, 89, 188
가자, 78, 155
카차, 70, 185
가카, 49, 169
자사, 58, 183
가라, 77, 185
타다, 55, 152
차카, 83, 199
마타, 57, 182
차가, 98, 147
파나, 90, 170
카하, 50, 144
차파, 60, 159
라가, 65, 145
사마, 65, 168
자아, 62, 170
카다, 74, 188
자파, 73, 168
하다, 45, 189
자카, 80, 162
다마, 58, 164
카마, 93, 190
가카, 65, 181
하바, 98, 147
타타, 40, 199
다차, 41, 183
가바, 80, 173
하다, 43, 141
카타, 47, 170
차마, 80, 142
카타, 43, 144
파차, 72, 152
마바, 54, 186
마타, 40, 196
타마, 55, 185
마타, 82, 143
라카, 94, 177
하하, 52, 182
사하, 93, 146
나자, 57, 145
하나, 55, 146
사카, 94, 148
차차, 63, 152
사마, 59, 152
하차, 97, 196
바하, 47, 183
자라, 60, 180
나카, 85, 194
자타, 91, 146
나가, 58, 157
가가, 72, 191
타라, 54, 182
자파, 71, 187
라타, 92, 197
파사, 59, 174
아마, 48, 183
차다, 91, 144
사가, 68, 156
카타, 55, 152
사카, 96, 170
사바, 93, 162
가파, 42, 158
차마, 72, 158
카다, 96, 194
마타, 57, 187
하사, 43, 173
타가, 61, 141
카마, 62, 178
다아, 50, 179
차파, 91, 188
카라, 61, 194
라바, 74, 141
다자, 59, 168
아라, 89, 158
나사, 55, 152
나바, 67, 154
라아, 78, 148
파차, 81, 192
사하, 71, 194
마타, 66, 175
바하, 71, 180
마가, 76, 148
아하, 61, 144
카파, 58, 164
파파, 77, 155
바자, 60, 191
하아, 80, 150
다라, 58, 187
나다, 84, 174
타타, 76, 154
바마, 96, 144
가마, 87, 173
나차, 78, 148
카바, 92, 145
다파, 48, 180
라사, 96, 157
라차, 99, 183
가바, 86, 155
타자, 89, 166
타차, 80, 198
사사, 81, 166
나사, 98, 153
하하, 69, 152
마다, 98, 143
차가, 70, 182
마하, 74, 161
마가, 65, 194
타타, 73, 183
타라, 93, 192
마바, 75, 170
사마, 75, 183
